LARK,Landmark Bancorp Inc.,29.251,$113.15M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lark
LMRK,Landmark Infrastructure Partners LP,15.4,$347.92M,2014,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/lmrk
LMRKO,Landmark Infrastructure Partners LP,25.1999,n/a,n/a,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/lmrko
LMRKP,Landmark Infrastructure Partners LP,25.4,n/a,n/a,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/lmrkp
LE,"Lands&#39; End, Inc.",18.6,$595.75M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/le
LSTR,"Landstar System, Inc.",87.7,$3.67B,1993,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/lstr
LNTH,"Lantheus Holdings, Inc.",12.65,$466.03M,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/lnth
LTRX,"Lantronix, Inc.",2.51,$43.85M,2000,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ltrx
LSCC,Lattice Semiconductor Corporation,6.99,$850.72M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/lscc
LAUR,"Laureate Education, Inc.",13.24,$2.23B,2017,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/laur
LAWS,"Lawson Products, Inc.",26.25,$231.86M,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/laws
LAYN,Layne Christensen Company,9.54,$188.94M,1992,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/layn
LCNB,LCNB Corporation,22.6,$225.96M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lcnb
LBIX,Leading Brands Inc,1.79,$5.02M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/lbix
LPTX,"LEAP THERAPEUTICS, INC.",7.07,$120.76M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/lptx
LGCY,Legacy Reserves LP,2.15,$156.14M,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lgcy
LGCYO,Legacy Reserves LP,10.4,$72.8M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lgcyo
LGCYP,Legacy Reserves LP,10.38,$20.76M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lgcyp
LTXB,"LegacyTexas Financial Group, Inc.",43,$2.06B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ltxb
DDBI,Legg Mason Developed EX-US Diversified Core ETF,25.27,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ddbi
EDBI,Legg Mason Emerging Markets Diversified Core ETF,28.0227,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/edbi
INFR,Legg Mason Global Infrastructure ETF,26.39,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/infr
LVHD,Legg Mason Low Volatility High Dividend ETF,30,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lvhd
UDBI,Legg Mason US Diversified Core ETF,28.6399,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/udbi
LMAT,"LeMaitre Vascular, Inc.",22.17,$412M,2006,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/lmat
TREE,"LendingTree, Inc.",123.4,$1.46B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/tree
LXRX,"Lexicon Pharmaceuticals, Inc.",15.72,$1.64B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lxrx
LGIH,"LGI Homes, Inc.",28.7,$610.81M,2013,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/lgih
LHCG,LHC Group,48.75,$886.12M,2005,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/lhcg
LLIT,Lianluo Smart Limited,1.55,$10.57M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/llit
LBRDA,Liberty Broadband Corporation,84.87,$15.43B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbrda
LBRDK,Liberty Broadband Corporation,86.38,$15.7B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbrdk
LEXEA,"Liberty Expedia Holdings, Inc.",43.42,$2.47B,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/lexea
LEXEB,"Liberty Expedia Holdings, Inc.",41,$2.33B,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/lexeb
LBTYA,Liberty Global plc,36.99,$33.1B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbtya
LBTYB,Liberty Global plc,35.25,$31.55B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbtyb
LBTYK,Liberty Global plc,36.2,$32.4B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbtyk
LILA,Liberty Global plc,25.31,$4.37B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lila
LILAK,Liberty Global plc,25.27,$4.37B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lilak
LVNTA,Liberty Interactive Corporation,43.84,$3.74B,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/lvnta
LVNTB,Liberty Interactive Corporation,44.86,$3.83B,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/lvntb
QVCA,Liberty Interactive Corporation,20.01,$9.34B,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/qvca
QVCB,Liberty Interactive Corporation,20.5801,$9.61B,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/qvcb
BATRA,Liberty Media Corporation,21.31,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/batra
BATRK,Liberty Media Corporation,21.26,$1.05B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/batrk
FWONA,Liberty Media Corporation,32.54,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/fwona
FWONK,Liberty Media Corporation,33.18,$8.13B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/fwonk
LSXMA,Liberty Media Corporation,39.05,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lsxma
LSXMB,Liberty Media Corporation,40,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lsxmb
LSXMK,Liberty Media Corporation,38.71,$12.97B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lsxmk
TAX,"Liberty Tax, Inc.",15.1,$191.93M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/tax
LTRPA,"Liberty TripAdvisor Holdings, Inc.",14.1,$1.06B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ltrpa
LTRPB,"Liberty TripAdvisor Holdings, Inc.",17.5,$1.31B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ltrpb
LPNT,"LifePoint Health, Inc.",64.1,$2.56B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/lpnt
LCUT,"Lifetime Brands, Inc.",14.75,$212.86M,1991,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lcut
LFVN,Lifevantage Corporation,6.08,$85.73M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lfvn
LWAY,"Lifeway Foods, Inc.",11.08,$178.84M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lway
LGND,Ligand Pharmaceuticals Incorporated,100.38,$2.1B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lgnd
LTBR,Lightbridge Corporation,1.03,$5.71M,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/ltbr
LPTH,"LightPath Technologies, Inc.",2.3,$54.57M,1996,Technology,Semiconductors,http://www.nasdaq.com/symbol/lpth
LMB,"Limbach Holdings, Inc.",13.7492,$102.49M,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/lmb
LLNW,"Limelight Networks, Inc.",2.39,$255.9M,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/llnw
LMNR,Limoneira Co,18.63,$265.22M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/lmnr
LINC,Lincoln Educational Services Corporation,1.88,$46.73M,2005,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/linc
LECO,"Lincoln Electric Holdings, Inc.",84.19,$5.56B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/leco
LIND,Lindblad Expeditions Holdings Inc. ,9.09,$417.85M,2013,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/lind
LINDW,Lindblad Expeditions Holdings Inc. ,2.15,n/a,2013,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/lindw
LLTC,Linear Technology Corporation,64.54,$15.54B,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/lltc
LBIO,"Lion Biotechnologies, Inc.",7.2,$447.03M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/lbio
LIOX,"Lionbridge Technologies, Inc.",5.74,$350.49M,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/liox
LPCN,Lipocine Inc.,3.86,$70.49M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lpcn
LQDT,"Liquidity Services, Inc.",8.25,$258.97M,2006,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/lqdt
LFUS,"Littelfuse, Inc.",163.5,$3.68B,n/a,Consumer Durables,Electrical Products,http://www.nasdaq.com/symbol/lfus
LIVN,LivaNova PLC,49.22,$2.4B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/livn
LOB,"Live Oak Bancshares, Inc.",24,$935.45M,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/lob
LIVE,Live Ventures Incorporated,16.39,$33.7M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/live
LPSN,"LivePerson, Inc.",7.05,$408.69M,2000,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/lpsn
LKQ,LKQ Corporation,31.88,$9.8B,n/a,Consumer Services,Motor Vehicles,http://www.nasdaq.com/symbol/lkq
LMFA,"LM Funding America, Inc.",4.2147,$13.91M,2015,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/lmfa
LMFAW,"LM Funding America, Inc.",0.0914,n/a,2015,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/lmfaw
LMIA,"LMI Aerospace, Inc.",13.71,$180.69M,1998,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/lmia
LOGI,Logitech International S.A.,28.97,$4.69B,1997,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/logi
LOGM,"LogMein, Inc.",93.05,$4.88B,2009,n/a,n/a,http://www.nasdaq.com/symbol/logm
EVAR,"Lombard Medical, Inc.",0.65,$12.93M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/evar
CNCR,Loncar Cancer Immunotherapy ETF,22.26,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cncr
LONE,Lonestar Resources US Inc.,5.65,$123.31M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lone
LTEA,Long Island Iced Tea Corp.,4.11,$33.44M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/ltea
LORL,"Loral Space and Communications, Inc.",40.4,$1.25B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/lorl
LOXO,"Loxo Oncology, Inc.",42.03,$1.1B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/loxo
LPLA,LPL Financial Holdings Inc.,39.13,$3.49B,2010,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/lpla
LRAD,LRAD Corporation,1.63,$51.83M,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/lrad
LYTS,LSI Industries Inc.,10.2,$255.57M,1985,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/lyts
LULU,lululemon athletica inc.,65.32,$8.95B,2007,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/lulu
LITE,Lumentum Holdings Inc.,47.8,$2.91B,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/lite
LMNX,Luminex Corporation,18.7,$815.03M,2000,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/lmnx
LMOS,Lumos Networks Corp.,17.75,$418.48M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/lmos
LUNA,Luna Innovations Incorporated,1.8,$49.58M,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/luna
MBTF,M B T Financial Corp,10.9,$247.84M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbtf
MACQ,"M I Acquisitions, Inc.",9.95,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/macq
MACQU,"M I Acquisitions, Inc.",10.22,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/macqu
MACQW,"M I Acquisitions, Inc.",0.3499,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/macqw
MIII,M III Acquisition Corp.,9.81,$188.45M,2016,Finance,Business Services,http://www.nasdaq.com/symbol/miii
MIIIU,M III Acquisition Corp.,10.04,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/miiiu
MIIIW,M III Acquisition Corp.,0.29,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/miiiw
MBVX,"MabVax Therapeutics Holdings, Inc.",3.06,$19.27M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mbvx
MCBC,Macatawa Bank Corporation,10.2,$346.2M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mcbc
MFNC,Mackinac Financial Corporation,13.39,$83.87M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfnc
MTSI,"MACOM Technology Solutions Holdings, Inc.",47.47,$3.01B,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/mtsi
MGNX,"MacroGenics, Inc.",19.6,$682.78M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mgnx
MDGL,"Madrigal Pharmaceuticals, Inc.",15.65,$181.07M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mdgl
MAGS,Magal Security Systems Ltd.,6.54,$107.61M,1993,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/mags
MGLN,"Magellan Health, Inc.",74.35,$1.73B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/mgln
MGIC,Magic Software Enterprises Ltd.,7.6,$337.01M,1991,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mgic
CALL,magicJack VocalTec Ltd,7.85,$124.79M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/call
MNGA,MagneGas Corporation,0.49,$25.55M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mnga
MGYR,"Magyar Bancorp, Inc.",13.1655,$76.63M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/mgyr
MHLD,"Maiden Holdings, Ltd.",16.5,$1.42B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhld
MSFG,"MainSource Financial Group, Inc.",35.21,$847.48M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/msfg
MMYT,MakeMyTrip Limited,31.8,$1.64B,2010,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/mmyt
MBUU,"Malibu Boats, Inc.",20.84,$371.6M,2014,Capital Goods,Marine Transportation,http://www.nasdaq.com/symbol/mbuu
MLVF,"Malvern Bancorp, Inc.",20.9,$137.11M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/mlvf
MAMS,"MAM Software Group, Inc.",6.599,$80.83M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mams
TUSK,"Mammoth Energy Services, Inc.",21.74,$815.25M,2016,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/tusk
MANH,"Manhattan Associates, Inc.",50.95,$3.59B,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/manh
LOAN,"Manhattan Bridge Capital, Inc",6.25,$50.84M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/loan
MNTX,"Manitex International, Inc.",7.65,$123.78M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mntx
MTEX,"Mannatech, Incorporated",19.425,$52.19M,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/mtex
MNKD,MannKind Corporation,0.5141,$246.07M,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnkd
MANT,ManTech International Corporation,36.92,$1.43B,2002,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/mant
MARA,"Marathon Patent Group, Inc.",1.35,$26.06M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/mara
MCHX,"Marchex, Inc.",2.67,$115.23M,2004,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mchx
MARPS,Marine Petroleum Trust,4.91,$9.82M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/marps
MRNS,"Marinus Pharmaceuticals, Inc.",1.37,$27M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrns
MKTX,"MarketAxess Holdings, Inc.",196.18,$7.37B,2004,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/mktx
MRLN,Marlin Business Services Corp.,23.65,$297.33M,2003,Finance,Major Banks,http://www.nasdaq.com/symbol/mrln
MAR,Marriott International,87.08,$33.4B,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mar
MBII,"Marrone Bio Innovations, Inc.",2,$49.32M,2013,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/mbii
MRTN,"Marten Transport, Ltd.",24.35,$794.66M,1986,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/mrtn
MMLP,Martin Midstream Partners L.P.,20,$768.81M,2002,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/mmlp
MRVL,Marvell Technology Group Ltd.,16.01,$8.13B,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/mrvl
MASI,Masimo Corporation,88.53,$4.46B,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/masi
MTCH,"Match Group, Inc.",16.5,$4.22B,2015,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/mtch
MTLS,Materialise NV,8.93,$422.62M,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mtls
MTRX,Matrix Service Company,16.55,$440.13M,1990,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/mtrx
MAT,"Mattel, Inc.",25.76,$8.82B,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/mat
MATR,Mattersight Corporation,3.55,$94.51M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/matr
MATW,Matthews International Corporation,67.6,$2.18B,1994,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/matw
MXIM,"Maxim Integrated Products, Inc.",45.06,$12.74B,1988,Technology,Semiconductors,http://www.nasdaq.com/symbol/mxim
MXPT,"MaxPoint Interactive, Inc.",4.61,$30.57M,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/mxpt
MXWL,"Maxwell Technologies, Inc.",5,$160.45M,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mxwl
MZOR,Mazor Robotics Ltd.,22.96,$488.07M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mzor
MBFI,MB Financial Inc.,45.43,$3.8B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbfi
MBFIP,MB Financial Inc.,26.5803,$106.32M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbfip
MCFT,"MCBC Holdings, Inc.",14.94,$278.46M,2015,Capital Goods,Marine Transportation,http://www.nasdaq.com/symbol/mcft
MGRC,McGrath RentCorp,37.99,$908.48M,1984,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/mgrc
MDCA,MDC Partners Inc.,8.95,$446.92M,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/mdca
MFIN,Medallion Financial Corp.,2.35,$56.83M,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/mfin
MFINL,Medallion Financial Corp.,15.53,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/mfinl
MTBC,"Medical Transcription Billing, Corp.",0.6722,$7.01M,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mtbc
MTBCP,"Medical Transcription Billing, Corp.",25.36,$7.47M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mtbcp
MNOV,"MediciNova, Inc.",6.1,$210.62M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnov
MDSO,"Medidata Solutions, Inc.",55.6,$3.21B,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mdso
MDGS,Medigus Ltd.,0.612,$4.71M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mdgs
MDWD,MediWound Ltd.,5.85,$128.29M,2014,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/mdwd
MDVX,Medovex Corp.,1.23,$22.77M,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mdvx
MDVXW,Medovex Corp.,0.2029,n/a,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mdvxw
MEDP,"Medpace Holdings, Inc.",36.11,$1.47B,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/medp
MEET,"MeetMe, Inc.",4.91,$289.02M,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/meet
MEIP,"MEI Pharma, Inc.",1.71,$62.88M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/meip
MPEL,Melco Crown Entertainment Limited,16.06,$7.9B,2006,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mpel
MLNX,"Mellanox Technologies, Ltd.",49.5,$2.44B,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/mlnx
MELR,"Melrose Bancorp, Inc.",17.9999,$46.84M,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/melr
MEMP,Memorial Production Partners LP,0.1578,$13.23M,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/memp
MENT,Mentor Graphics Corporation,37.04,$4.06B,1984,Technology,EDP Services,http://www.nasdaq.com/symbol/ment
MTSL,MER Telemanagement Solutions Ltd.,0.9,$7.82M,1997,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/mtsl
MELI,"MercadoLibre, Inc.",207.79,$9.18B,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/meli
MBWM,Mercantile Bank Corporation,33.5,$549.96M,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/mbwm
MERC,Mercer International Inc.,12.15,$786.03M,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/merc
MBVT,"Merchants Bancshares, Inc.",51.9,$357.37M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbvt
MRCY,Mercury Systems Inc,37.59,$1.8B,1998,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/mrcy
EBSB,"Meridian Bancorp, Inc.",19.15,$1.03B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ebsb
VIVO,Meridian Bioscience Inc.,12.65,$533.86M,1986,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/vivo
MRDN,"Meridian Waste Solutions, Inc",2.83,$4.81M,n/a,Basic Industries,Miscellaneous,http://www.nasdaq.com/symbol/mrdn
MRDNW,"Meridian Waste Solutions, Inc",0.6,n/a,n/a,Basic Industries,Miscellaneous,http://www.nasdaq.com/symbol/mrdnw
MMSI,"Merit Medical Systems, Inc.",29.6,$1.32B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mmsi
MACK,"Merrimack Pharmaceuticals, Inc.",3.01,$392.21M,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mack
MSLI,Merus Labs International Inc.,0.8599,$100.61M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/msli
MRUS,Merus N.V.,24.62,$379.32M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrus
MLAB,"Mesa Laboratories, Inc.",126.45,$467.95M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mlab
MESO,Mesoblast Limited,6.4,$484.04M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/meso
CASH,"Meta Financial Group, Inc.",87.05,$813.55M,1993,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cash
MEOH,Methanex Corporation,51.95,$4.67B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/meoh
MFRI,"MFRI, Inc.",8.25,$62.44M,1989,Capital Goods,Pollution Control Equipment,http://www.nasdaq.com/symbol/mfri
MGCD,MGC Diagnostics Corporation,9.55,$41.9M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mgcd
MGEE,MGE Energy Inc.,64.95,$2.25B,n/a,Energy,Electric Utilities: Central,http://www.nasdaq.com/symbol/mgee
MGPI,"MGP Ingredients, Inc.",43.95,$732.16M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/mgpi
MBOT,Microbot Medical Inc. ,6.03,$164.32M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/mbot
MCHP,Microchip Technology Incorporated,72.83,$15.76B,1993,Technology,Semiconductors,http://www.nasdaq.com/symbol/mchp
MU,"Micron Technology, Inc.",23.24,$25.63B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mu
MICT,"Micronet Enertec Technologies, Inc.",1.313,$8.38M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/mict
MICTW,"Micronet Enertec Technologies, Inc.",0.2404,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/mictw
MSCC,Microsemi Corporation,53.14,$6.13B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mscc
MSFT,Microsoft Corporation,64.62,$499.35B,1986,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/msft
MSTR,MicroStrategy Incorporated,194.33,$2.22B,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mstr
MVIS,"Microvision, Inc.",1.73,$117.8M,1996,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mvis
MPB,Mid Penn Bancorp,26.95,$114.09M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mpb
